Time_Interval,Time_Period,Start_Time_Label,End_Time_Label,Time_Label,MCS_1_Charging_kW,MCS_1_Discharging_kW,MCS_1_Traveling_kW,MCS_1_NetPower_kW,MCS_1_SOE_Start_kWh,MCS_1_SOE_End_kWh,MCS_1_sum_x,MCS_1_sum_y_trv,MCS_1_sum_z,CEV_1_Charging_kW,CEV_1_Working_kW,CEV_1_NetPower_kW,CEV_1_SOE_Start_kWh,CEV_1_SOE_End_kWh
43,43,18:30,18:45,18:45,-0.0,0.5473684210526176,0,-0.5473684210526176,229.78733537444717,229.64329105311754,0.0,0.0,1.0,0.5473684210526176,0.0,0.5473684210526176,14.670000000000002,14.799999999999999
44,44,18:45,19:00,19:00,-0.0,0.0,0,-0.0,229.64329105311754,229.64329105311754,1.0,1.0,0.0,0.0,0.0,0.0,14.799999999999999,14.799999999999999
45,45,19:00,19:15,19:15,-0.0,0.0,0,-0.0,229.64329105311754,229.64329105311754,0.0,0.0,1.0,0.0,0.0,0.0,14.799999999999999,14.8
46,46,19:15,19:30,19:30,-0.0,0.0,0,-0.0,229.64329105311754,229.64329105311754,0.0,0.0,1.0,0.0,0.0,0.0,14.8,14.8
47,47,19:30,19:45,19:45,-0.0,0.0,0,-0.0,229.64329105311754,229.64329105311754,0.0,0.0,1.0,0.0,0.0,0.0,14.8,14.8
48,48,19:45,20:00,20:00,-0.0,0.0,0,-0.0,229.64329105311754,229.64329105311754,0.0,0.0,1.0,0.0,0.0,0.0,14.8,14.8
49,49,20:00,20:15,20:15,-0.0,0.0,0,-0.0,229.64329105311754,229.64329105311754,0.0,0.0,1.0,0.0,0.0,0.0,14.8,14.8
50,50,20:15,20:30,20:30,-0.0,0.0,0,-0.0,229.64329105311754,229.64329105311754,0.0,0.0,1.0,0.0,0.0,0.0,14.8,14.8
51,51,20:30,20:45,20:45,-0.0,0.0,0,-0.0,229.64329105311754,229.64329105311754,0.0,0.0,1.0,0.0,0.0,0.0,14.8,14.8
52,52,20:45,21:00,21:00,-0.0,0.0,0,-0.0,229.64329105311754,229.64329105311754,0.0,0.0,1.0,0.0,0.0,0.0,14.8,14.8
53,53,21:00,21:15,21:15,1.9480104255389894,0.0,0,1.9480104255389894,229.64329105311754,230.10594352918304,0.0,0.0,1.0,0.0,0.0,0.0,14.8,14.8
